青沥备开内靛,矫,备,悼,斥,岿,醚牢备荐,搁利(搁利*啊吝摹/100)
2915553800,堡林堡开矫,巢备,豪急2悼,2020,03,29705,1.2792517029735047
2915553800,堡林堡开矫,巢备,豪急2悼,2020,04,29623,1.2792517029735047
2915553800,堡林堡开矫,巢备,豪急2悼,2020,05,29515,1.2792517029735047
2915553800,堡林堡开矫,巢备,豪急2悼,2020,06,29457,1.2792517029735047
2915553800,堡林堡开矫,巢备,豪急2悼,2020,07,29455,1.2792517029735047
2915553800,堡林堡开矫,巢备,豪急2悼,2020,08,29414,1.2792517029735047
2915553800,堡林堡开矫,巢备,豪急2悼,2020,09,29391,1.2792517029735047
2915553800,堡林堡开矫,巢备,豪急2悼,2020,10,29402,1.2792517029735047
2915553800,堡林堡开矫,巢备,豪急2悼,2020,11,29314,1.2792517029735047
2915553800,堡林堡开矫,巢备,豪急2悼,2020,12,29218,1.2792517029735047
2915553800,堡林堡开矫,巢备,豪急2悼,2021,01,29156,1.2792517029735047
2915553800,堡林堡开矫,巢备,豪急2悼,2021,02,29233,1.2792517029735047
2915553800,堡林堡开矫,巢备,豪急2悼,2021,03,29074,1.2792517029735047
2915553800,堡林堡开矫,巢备,豪急2悼,2021,04,28992,1.2792517029735047
2915553800,堡林堡开矫,巢备,豪急2悼,2021,05,28891,1.2792517029735047
2915553800,堡林堡开矫,巢备,豪急2悼,2021,06,28834,1.2792517029735047
2915553800,堡林堡开矫,巢备,豪急2悼,2021,07,28777,1.2792517029735047
2915553800,堡林堡开矫,巢备,豪急2悼,2021,08,28726,1.2792517029735047
2915553800,堡林堡开矫,巢备,豪急2悼,2021,09,28678,1.2792517029735047
2915553800,堡林堡开矫,巢备,豪急2悼,2021,10,28688,1.2792517029735047
2915553800,堡林堡开矫,巢备,豪急2悼,2021,11,28773,1.2792517029735047
2915553800,堡林堡开矫,巢备,豪急2悼,2021,12,28800,1.2792517029735047
2915553800,堡林堡开矫,巢备,豪急2悼,2022,01,28848,1.2792517029735047
2915553800,堡林堡开矫,巢备,豪急2悼,2022,02,28955,1.2792517029735047
2915553800,堡林堡开矫,巢备,豪急2悼,2022,03,28830,1.2792517029735047
2915553800,堡林堡开矫,巢备,豪急2悼,2022,04,28765,1.2792517029735047
2915553800,堡林堡开矫,巢备,豪急2悼,2022,05,28661,1.2792517029735047
2915553800,堡林堡开矫,巢备,豪急2悼,2022,06,28561,1.2792517029735047
2915553800,堡林堡开矫,巢备,豪急2悼,2022,07,28581,1.2792517029735047
2915553800,堡林堡开矫,巢备,豪急2悼,2022,08,28457,1.2792517029735047
2915553800,堡林堡开矫,巢备,豪急2悼,2022,09,28339,1.2792517029735047
2915553800,堡林堡开矫,巢备,豪急2悼,2022,10,28238,1.2792517029735047
2915553800,堡林堡开矫,巢备,豪急2悼,2022,11,28242,1.2792517029735047
2915553800,堡林堡开矫,巢备,豪急2悼,2022,12,28183,1.2792517029735047
2915553800,堡林堡开矫,巢备,豪急2悼,2023,01,28098,1.2792517029735047
2915553800,堡林堡开矫,巢备,豪急2悼,2023,02,28066,1.2792517029735047
2915553800,堡林堡开矫,巢备,豪急2悼,2023,03,27957,1.2792517029735047
2915554500,堡林堡开矫,巢备,荤流悼,2015,01,5512,0.4335241882299099
2915554500,堡林堡开矫,巢备,荤流悼,2015,02,5501,0.4335241882299099
2915554500,堡林堡开矫,巢备,荤流悼,2015,03,5464,0.4335241882299099
2915554500,堡林堡开矫,巢备,荤流悼,2015,04,5464,0.4335241882299099
2915554500,堡林堡开矫,巢备,荤流悼,2015,05,5470,0.4335241882299099
2915554500,堡林堡开矫,巢备,荤流悼,2015,06,5482,0.4335241882299099
2915554500,堡林堡开矫,巢备,荤流悼,2015,07,5473,0.4335241882299099
2915554500,堡林堡开矫,巢备,荤流悼,2015,08,5447,0.4335241882299099
2915554500,堡林堡开矫,巢备,荤流悼,2015,09,5406,0.4335241882299099
2915554500,堡林堡开矫,巢备,荤流悼,2015,10,5413,0.4335241882299099
2915554500,堡林堡开矫,巢备,荤流悼,2015,11,5422,0.4335241882299099
2915554500,堡林堡开矫,巢备,荤流悼,2015,12,5415,0.4335241882299099
2915554500,堡林堡开矫,巢备,荤流悼,2016,01,5394,0.4335241882299099
2915554500,堡林堡开矫,巢备,荤流悼,2016,02,5387,0.4335241882299099
2915554500,堡林堡开矫,巢备,荤流悼,2016,03,5358,0.4335241882299099
2915554500,堡林堡开矫,巢备,荤流悼,2016,04,5342,0.4335241882299099
2915554500,堡林堡开矫,巢备,荤流悼,2016,05,5319,0.4335241882299099
2915554500,堡林堡开矫,巢备,荤流悼,2016,06,5327,0.4335241882299099
2915554500,堡林堡开矫,巢备,荤流悼,2016,07,5292,0.4335241882299099
2915554500,堡林堡开矫,巢备,荤流悼,2016,08,5282,0.4335241882299099
2915554500,堡林堡开矫,巢备,荤流悼,2016,09,5303,0.4335241882299099
2915554500,堡林堡开矫,巢备,荤流悼,2016,10,5295,0.4335241882299099
2915554500,堡林堡开矫,巢备,荤流悼,2016,11,5285,0.4335241882299099
2915554500,堡林堡开矫,巢备,荤流悼,2016,12,5263,0.4335241882299099
2915554500,堡林堡开矫,巢备,荤流悼,2017,01,5339,0.4335241882299099
2915554500,堡林堡开矫,巢备,荤流悼,2017,02,5458,0.4335241882299099
2915554500,堡林堡开矫,巢备,荤流悼,2017,03,5587,0.4335241882299099
2915554500,堡林堡开矫,巢备,荤流悼,2017,04,5660,0.4335241882299099
2915554500,堡林堡开矫,巢备,荤流悼,2017,05,5791,0.4335241882299099
2915554500,堡林堡开矫,巢备,荤流悼,2017,06,5833,0.4335241882299099
2915554500,堡林堡开矫,巢备,荤流悼,2017,07,5834,0.4335241882299099
2915554500,堡林堡开矫,巢备,荤流悼,2017,08,5865,0.4335241882299099
2915554500,堡林堡开矫,巢备,荤流悼,2017,09,5864,0.4335241882299099
2915554500,堡林堡开矫,巢备,荤流悼,2017,10,5857,0.4335241882299099
2915554500,堡林堡开矫,巢备,荤流悼,2017,11,5854,0.4335241882299099
2915554500,堡林堡开矫,巢备,荤流悼,2017,12,5874,0.4335241882299099
2915554500,堡林堡开矫,巢备,荤流悼,2018,01,5876,0.4335241882299099
2915554500,堡林堡开矫,巢备,荤流悼,2018,02,5895,0.4335241882299099
2915554500,堡林堡开矫,巢备,荤流悼,2018,03,5887,0.4335241882299099
2915554500,堡林堡开矫,巢备,荤流悼,2018,04,5865,0.4335241882299099
2915554500,堡林堡开矫,巢备,荤流悼,2018,05,5878,0.4335241882299099
2915554500,堡林堡开矫,巢备,荤流悼,2018,06,5897,0.4335241882299099
2915554500,堡林堡开矫,巢备,荤流悼,2018,07,5871,0.4335241882299099
2915554500,堡林堡开矫,巢备,荤流悼,2018,08,5889,0.4335241882299099
2915554500,堡林堡开矫,巢备,荤流悼,2018,09,5867,0.4335241882299099
2915554500,堡林堡开矫,巢备,荤流悼,2018,10,5894,0.4335241882299099
2915554500,堡林堡开矫,巢备,荤流悼,2018,11,5913,0.4335241882299099
2915554500,堡林堡开矫,巢备,荤流悼,2018,12,5894,0.4335241882299099
2915554500,堡林堡开矫,巢备,荤流悼,2019,01,5874,0.4335241882299099
2915554500,堡林堡开矫,巢备,荤流悼,2019,02,5846,0.4335241882299099
2915554500,堡林堡开矫,巢备,荤流悼,2019,03,5774,0.4335241882299099
2915554500,堡林堡开矫,巢备,荤流悼,2019,04,5739,0.4335241882299099
2915554500,堡林堡开矫,巢备,荤流悼,2019,05,5712,0.4335241882299099
2915554500,堡林堡开矫,巢备,荤流悼,2019,06,5696,0.4335241882299099
2915554500,堡林堡开矫,巢备,荤流悼,2019,07,5661,0.4335241882299099
2915554500,堡林堡开矫,巢备,荤流悼,2019,08,5650,0.4335241882299099
2915554500,堡林堡开矫,巢备,荤流悼,2019,09,5657,0.4335241882299099
2915554500,堡林堡开矫,巢备,荤流悼,2019,10,5634,0.4335241882299099
2915554500,堡林堡开矫,巢备,荤流悼,2019,11,5638,0.4335241882299099
2915554500,堡林堡开矫,巢备,荤流悼,2019,12,5604,0.4335241882299099
2915554500,堡林堡开矫,巢备,荤流悼,2020,01,5570,0.4335241882299099
2915554500,堡林堡开矫,巢备,荤流悼,2020,02,5566,0.4335241882299099
2915554500,堡林堡开矫,巢备,荤流悼,2020,03,5551,0.4335241882299099
2915554500,堡林堡开矫,巢备,荤流悼,2020,04,5545,0.4335241882299099
2915554500,堡林堡开矫,巢备,荤流悼,2020,05,5528,0.4335241882299099
2915554500,堡林堡开矫,巢备,荤流悼,2020,06,5520,0.4335241882299099
2915554500,堡林堡开矫,巢备,荤流悼,2020,07,5532,0.4335241882299099
2915554500,堡林堡开矫,巢备,荤流悼,2020,08,5501,0.4335241882299099
2915554500,堡林堡开矫,巢备,荤流悼,2020,09,5470,0.4335241882299099
2915554500,堡林堡开矫,巢备,荤流悼,2020,10,5435,0.4335241882299099
2915554500,堡林堡开矫,巢备,荤流悼,2020,11,5417,0.4335241882299099
2915554500,堡林堡开矫,巢备,荤流悼,2020,12,5418,0.4335241882299099
2915554500,堡林堡开矫,巢备,荤流悼,2021,01,5418,0.4335241882299099
2915554500,堡林堡开矫,巢备,荤流悼,2021,02,5424,0.4335241882299099
2915554500,堡林堡开矫,巢备,荤流悼,2021,03,5290,0.4335241882299099
2915554500,堡林堡开矫,巢备,荤流悼,2021,04,5288,0.4335241882299099
2915554500,堡林堡开矫,巢备,荤流悼,2021,05,5255,0.4335241882299099
2915554500,堡林堡开矫,巢备,荤流悼,2021,06,5251,0.4335241882299099
2915554500,堡林堡开矫,巢备,荤流悼,2021,07,5233,0.4335241882299099
2915554500,堡林堡开矫,巢备,荤流悼,2021,08,5234,0.4335241882299099
2915554500,堡林堡开矫,巢备,荤流悼,2021,09,5226,0.4335241882299099
2915554500,堡林堡开矫,巢备,荤流悼,2021,10,5221,0.4335241882299099
2915554500,堡林堡开矫,巢备,荤流悼,2021,11,5219,0.4335241882299099
2915554500,堡林堡开矫,巢备,荤流悼,2021,12,5215,0.4335241882299099
2915554500,堡林堡开矫,巢备,荤流悼,2022,01,5215,0.4335241882299099
2915554500,堡林堡开矫,巢备,荤流悼,2022,02,5157,0.4335241882299099
2915554500,堡林堡开矫,巢备,荤流悼,2022,03,5143,0.4335241882299099
2915554500,堡林堡开矫,巢备,荤流悼,2022,04,5144,0.4335241882299099
2915554500,堡林堡开矫,巢备,荤流悼,2022,05,5111,0.4335241882299099
2915554500,堡林堡开矫,巢备,荤流悼,2022,06,5095,0.4335241882299099
2915554500,堡林堡开矫,巢备,荤流悼,2022,07,5068,0.4335241882299099
2915554500,堡林堡开矫,巢备,荤流悼,2022,08,5057,0.4335241882299099
2915554500,堡林堡开矫,巢备,荤流悼,2022,09,5013,0.4335241882299099
2915554500,堡林堡开矫,巢备,荤流悼,2022,10,4981,0.4335241882299099
2915554500,堡林堡开矫,巢备,荤流悼,2022,11,4952,0.4335241882299099
2915554500,堡林堡开矫,巢备,荤流悼,2022,12,4928,0.4335241882299099
2915554500,堡林堡开矫,巢备,荤流悼,2023,01,4898,0.4335241882299099
2915554500,堡林堡开矫,巢备,荤流悼,2023,02,4884,0.4335241882299099
2915554500,堡林堡开矫,巢备,荤流悼,2023,03,4848,0.4335241882299099
2915560500,堡林堡开矫,巢备,岿魂悼,2015,01,10255,0.6609467132029775
2915560500,堡林堡开矫,巢备,岿魂悼,2015,02,10193,0.6609467132029775
2915560500,堡林堡开矫,巢备,岿魂悼,2015,03,10159,0.6609467132029775
2915560500,堡林堡开矫,巢备,岿魂悼,2015,04,10192,0.6609467132029775
2915560500,堡林堡开矫,巢备,岿魂悼,2015,05,10195,0.6609467132029775
2915560500,堡林堡开矫,巢备,岿魂悼,2015,06,10174,0.6609467132029775
2915560500,堡林堡开矫,巢备,岿魂悼,2015,07,10152,0.6609467132029775
2915560500,堡林堡开矫,巢备,岿魂悼,2015,08,10118,0.6609467132029775
2915560500,堡林堡开矫,巢备,岿魂悼,2015,09,10124,0.6609467132029775
2915560500,堡林堡开矫,巢备,岿魂悼,2015,10,10072,0.6609467132029775
2915560500,堡林堡开矫,巢备,岿魂悼,2015,11,10019,0.6609467132029775
2915560500,堡林堡开矫,巢备,岿魂悼,2015,12,9978,0.6609467132029775
2915560500,堡林堡开矫,巢备,岿魂悼,2016,01,9974,0.6609467132029775
2915560500,堡林堡开矫,巢备,岿魂悼,2016,02,9948,0.6609467132029775
2915560500,堡林堡开矫,巢备,岿魂悼,2016,03,9918,0.6609467132029775
2915560500,堡林堡开矫,巢备,岿魂悼,2016,04,9895,0.6609467132029775
2915560500,堡林堡开矫,巢备,岿魂悼,2016,05,9894,0.6609467132029775
2915560500,堡林堡开矫,巢备,岿魂悼,2016,06,9889,0.6609467132029775
2915560500,堡林堡开矫,巢备,岿魂悼,2016,07,9927,0.6609467132029775
2915560500,堡林堡开矫,巢备,岿魂悼,2016,08,9946,0.6609467132029775
2915560500,堡林堡开矫,巢备,岿魂悼,2016,09,9943,0.6609467132029775
2915560500,堡林堡开矫,巢备,岿魂悼,2016,10,9929,0.6609467132029775
2915560500,堡林堡开矫,巢备,岿魂悼,2016,11,9891,0.6609467132029775
2915560500,堡林堡开矫,巢备,岿魂悼,2016,12,9874,0.6609467132029775
2915560500,堡林堡开矫,巢备,岿魂悼,2017,01,9866,0.6609467132029775
2915560500,堡林堡开矫,巢备,岿魂悼,2017,02,9822,0.6609467132029775
2915560500,堡林堡开矫,巢备,岿魂悼,2017,03,9789,0.6609467132029775
2915560500,堡林堡开矫,巢备,岿魂悼,2017,04,9809,0.6609467132029775
2915560500,堡林堡开矫,巢备,岿魂悼,2017,05,9808,0.6609467132029775
2915560500,堡林堡开矫,巢备,岿魂悼,2017,06,9830,0.6609467132029775
2915560500,堡林堡开矫,巢备,岿魂悼,2017,07,9811,0.6609467132029775
2915560500,堡林堡开矫,巢备,岿魂悼,2017,08,9819,0.6609467132029775
2915560500,堡林堡开矫,巢备,岿魂悼,2017,09,9810,0.6609467132029775
2915560500,堡林堡开矫,巢备,岿魂悼,2017,10,9763,0.6609467132029775
2915560500,堡林堡开矫,巢备,岿魂悼,2017,11,9715,0.6609467132029775
2915560500,堡林堡开矫,巢备,岿魂悼,2017,12,9666,0.6609467132029775
2915560500,堡林堡开矫,巢备,岿魂悼,2018,01,9619,0.6609467132029775
2915560500,堡林堡开矫,巢备,岿魂悼,2018,02,9583,0.6609467132029775
2915560500,堡林堡开矫,巢备,岿魂悼,2018,03,9495,0.6609467132029775
2915560500,堡林堡开矫,巢备,岿魂悼,2018,04,9384,0.6609467132029775
2915560500,堡林堡开矫,巢备,岿魂悼,2018,05,9317,0.6609467132029775
2915560500,堡林堡开矫,巢备,岿魂悼,2018,06,9241,0.6609467132029775
2915560500,堡林堡开矫,巢备,岿魂悼,2018,07,9165,0.6609467132029775
2915560500,堡林堡开矫,巢备,岿魂悼,2018,08,9117,0.6609467132029775
2915560500,堡林堡开矫,巢备,岿魂悼,2018,09,9064,0.6609467132029775
2915560500,堡林堡开矫,巢备,岿魂悼,2018,10,9018,0.6609467132029775
2915560500,堡林堡开矫,巢备,岿魂悼,2018,11,8917,0.6609467132029775
2915560500,堡林堡开矫,巢备,岿魂悼,2018,12,8793,0.6609467132029775
2915560500,堡林堡开矫,巢备,岿魂悼,2019,01,8662,0.6609467132029775
2915560500,堡林堡开矫,巢备,岿魂悼,2019,02,8556,0.6609467132029775
2915560500,堡林堡开矫,巢备,岿魂悼,2019,03,8479,0.6609467132029775
2915560500,堡林堡开矫,巢备,岿魂悼,2019,04,8389,0.6609467132029775
2915560500,堡林堡开矫,巢备,岿魂悼,2019,05,8283,0.6609467132029775
2915560500,堡林堡开矫,巢备,岿魂悼,2019,06,8238,0.6609467132029775
2915560500,堡林堡开矫,巢备,岿魂悼,2019,07,8185,0.6609467132029775
2915560500,堡林堡开矫,巢备,岿魂悼,2019,08,8123,0.6609467132029775
2915560500,堡林堡开矫,巢备,岿魂悼,2019,09,8083,0.6609467132029775
2915560500,堡林堡开矫,巢备,岿魂悼,2019,10,8029,0.6609467132029775
2915560500,堡林堡开矫,巢备,岿魂悼,2019,11,7976,0.6609467132029775
2915560500,堡林堡开矫,巢备,岿魂悼,2019,12,7938,0.6609467132029775
2915560500,堡林堡开矫,巢备,岿魂悼,2020,01,7909,0.6609467132029775
2915560500,堡林堡开矫,巢备,岿魂悼,2020,02,7854,0.6609467132029775
2915560500,堡林堡开矫,巢备,岿魂悼,2020,03,7837,0.6609467132029775
2915560500,堡林堡开矫,巢备,岿魂悼,2020,04,7842,0.6609467132029775
2915560500,堡林堡开矫,巢备,岿魂悼,2020,05,7825,0.6609467132029775
2915560500,堡林堡开矫,巢备,岿魂悼,2020,06,7759,0.6609467132029775
2915560500,堡林堡开矫,巢备,岿魂悼,2020,07,7753,0.6609467132029775
2915560500,堡林堡开矫,巢备,岿魂悼,2020,08,7708,0.6609467132029775
2915560500,堡林堡开矫,巢备,岿魂悼,2020,09,7629,0.6609467132029775
2915560500,堡林堡开矫,巢备,岿魂悼,2020,10,7605,0.6609467132029775
2915560500,堡林堡开矫,巢备,岿魂悼,2020,11,7549,0.6609467132029775
2915560500,堡林堡开矫,巢备,岿魂悼,2020,12,7488,0.6609467132029775
2915560500,堡林堡开矫,巢备,岿魂悼,2021,01,7453,0.6609467132029775
2915560500,堡林堡开矫,巢备,岿魂悼,2021,02,7405,0.6609467132029775
2915560500,堡林堡开矫,巢备,岿魂悼,2021,03,7259,0.6609467132029775
2915560500,堡林堡开矫,巢备,岿魂悼,2021,04,7235,0.6609467132029775
2915560500,堡林堡开矫,巢备,岿魂悼,2021,05,7194,0.6609467132029775
2915560500,堡林堡开矫,巢备,岿魂悼,2021,06,7156,0.6609467132029775
2915560500,堡林堡开矫,巢备,岿魂悼,2021,07,7159,0.6609467132029775
2915560500,堡林堡开矫,巢备,岿魂悼,2021,08,7163,0.6609467132029775
2915560500,堡林堡开矫,巢备,岿魂悼,2021,09,7450,0.6609467132029775
2915560500,堡林堡开矫,巢备,岿魂悼,2021,10,8302,0.6609467132029775
2915560500,堡林堡开矫,巢备,岿魂悼,2021,11,8657,0.6609467132029775
2915560500,堡林堡开矫,巢备,岿魂悼,2021,12,8836,0.6609467132029775
2915560500,堡林堡开矫,巢备,岿魂悼,2022,01,8898,0.6609467132029775
2915560500,堡林堡开矫,巢备,岿魂悼,2022,02,8971,0.6609467132029775
2915560500,堡林堡开矫,巢备,岿魂悼,2022,03,8975,0.6609467132029775
2915560500,堡林堡开矫,巢备,岿魂悼,2022,04,8960,0.6609467132029775
2915560500,堡林堡开矫,巢备,岿魂悼,2022,05,8975,0.6609467132029775
2915560500,堡林堡开矫,巢备,岿魂悼,2022,06,8977,0.6609467132029775
2915560500,堡林堡开矫,巢备,岿魂悼,2022,07,8959,0.6609467132029775
2915560500,堡林堡开矫,巢备,岿魂悼,2022,08,8942,0.6609467132029775
2915560500,堡林堡开矫,巢备,岿魂悼,2022,09,8899,0.6609467132029775
2915560500,堡林堡开矫,巢备,岿魂悼,2022,10,8887,0.6609467132029775
2915560500,堡林堡开矫,巢备,岿魂悼,2022,11,8853,0.6609467132029775
2915560500,堡林堡开矫,巢备,岿魂悼,2022,12,8818,0.6609467132029775
2915560500,堡林堡开矫,巢备,岿魂悼,2023,01,8795,0.6609467132029775
2915560500,堡林堡开矫,巢备,岿魂悼,2023,02,8773,0.6609467132029775
2915560500,堡林堡开矫,巢备,岿魂悼,2023,03,8774,0.6609467132029775
2915563000,堡林堡开矫,巢备,岿魂4悼,2015,01,10643,0.40509637260827647
2915563000,堡林堡开矫,巢备,岿魂4悼,2015,02,10591,0.40509637260827647
2915563000,堡林堡开矫,巢备,岿魂4悼,2015,03,10546,0.40509637260827647
2915563000,堡林堡开矫,巢备,岿魂4悼,2015,04,10498,0.40509637260827647
2915563000,堡林堡开矫,巢备,岿魂4悼,2015,05,10481,0.40509637260827647
2915563000,堡林堡开矫,巢备,岿魂4悼,2015,06,10473,0.40509637260827647
2915563000,堡林堡开矫,巢备,岿魂4悼,2015,07,10447,0.40509637260827647
2915563000,堡林堡开矫,巢备,岿魂4悼,2015,08,10425,0.40509637260827647
2915563000,堡林堡开矫,巢备,岿魂4悼,2015,09,10394,0.40509637260827647
2915563000,堡林堡开矫,巢备,岿魂4悼,2015,10,10384,0.40509637260827647
2915563000,堡林堡开矫,巢备,岿魂4悼,2015,11,10365,0.40509637260827647
2915563000,堡林堡开矫,巢备,岿魂4悼,2015,12,10365,0.40509637260827647
2915563000,堡林堡开矫,巢备,岿魂4悼,2016,01,10337,0.40509637260827647
2915563000,堡林堡开矫,巢备,岿魂4悼,2016,02,10296,0.40509637260827647
2915563000,堡林堡开矫,巢备,岿魂4悼,2016,03,10260,0.40509637260827647
2915563000,堡林堡开矫,巢备,岿魂4悼,2016,04,10223,0.40509637260827647
2915563000,堡林堡开矫,巢备,岿魂4悼,2016,05,10194,0.40509637260827647
2915563000,堡林堡开矫,巢备,岿魂4悼,2016,06,10120,0.40509637260827647
2915563000,堡林堡开矫,巢备,岿魂4悼,2016,07,10103,0.40509637260827647
2915563000,堡林堡开矫,巢备,岿魂4悼,2016,08,10042,0.40509637260827647
2915563000,堡林堡开矫,巢备,岿魂4悼,2016,09,10032,0.40509637260827647
2915563000,堡林堡开矫,巢备,岿魂4悼,2016,10,10008,0.40509637260827647
2915563000,堡林堡开矫,巢备,岿魂4悼,2016,11,9971,0.40509637260827647
2915563000,堡林堡开矫,巢备,岿魂4悼,2016,12,9957,0.40509637260827647
2915563000,堡林堡开矫,巢备,岿魂4悼,2017,01,9917,0.40509637260827647
2915563000,堡林堡开矫,巢备,岿魂4悼,2017,02,9854,0.40509637260827647
2915563000,堡林堡开矫,巢备,岿魂4悼,2017,03,9836,0.40509637260827647
2915563000,堡林堡开矫,巢备,岿魂4悼,2017,04,9813,0.40509637260827647
2915563000,堡林堡开矫,巢备,岿魂4悼,2017,05,9821,0.40509637260827647
2915563000,堡林堡开矫,巢备,岿魂4悼,2017,06,9765,0.40509637260827647
2915563000,堡林堡开矫,巢备,岿魂4悼,2017,07,9743,0.40509637260827647
2915563000,堡林堡开矫,巢备,岿魂4悼,2017,08,9715,0.40509637260827647
2915563000,堡林堡开矫,巢备,岿魂4悼,2017,09,9709,0.40509637260827647
2915563000,堡林堡开矫,巢备,岿魂4悼,2017,10,9701,0.40509637260827647
2915563000,堡林堡开矫,巢备,岿魂4悼,2017,11,9699,0.40509637260827647
2915563000,堡林堡开矫,巢备,岿魂4悼,2017,12,9673,0.40509637260827647
2915563000,堡林堡开矫,巢备,岿魂4悼,2018,01,9627,0.40509637260827647
2915563000,堡林堡开矫,巢备,岿魂4悼,2018,02,9580,0.40509637260827647
2915563000,堡林堡开矫,巢备,岿魂4悼,2018,03,9557,0.40509637260827647
2915563000,堡林堡开矫,巢备,岿魂4悼,2018,04,9532,0.40509637260827647
2915563000,堡林堡开矫,巢备,岿魂4悼,2018,05,9535,0.40509637260827647
2915563000,堡林堡开矫,巢备,岿魂4悼,2018,06,9500,0.40509637260827647
2915563000,堡林堡开矫,巢备,岿魂4悼,2018,07,9476,0.40509637260827647
2915563000,堡林堡开矫,巢备,岿魂4悼,2018,08,9486,0.40509637260827647
2915563000,堡林堡开矫,巢备,岿魂4悼,2018,09,9474,0.40509637260827647
2915563000,堡林堡开矫,巢备,岿魂4悼,2018,10,9466,0.40509637260827647
2915563000,堡林堡开矫,巢备,岿魂4悼,2018,11,9434,0.40509637260827647
2915563000,堡林堡开矫,巢备,岿魂4悼,2018,12,9399,0.40509637260827647
2915563000,堡林堡开矫,巢备,岿魂4悼,2019,01,9392,0.40509637260827647
2915563000,堡林堡开矫,巢备,岿魂4悼,2019,02,9357,0.40509637260827647
2915563000,堡林堡开矫,巢备,岿魂4悼,2019,03,9349,0.40509637260827647
2915563000,堡林堡开矫,巢备,岿魂4悼,2019,04,9319,0.40509637260827647
2915563000,堡林堡开矫,巢备,岿魂4悼,2019,05,9322,0.40509637260827647
2915563000,堡林堡开矫,巢备,岿魂4悼,2019,06,9311,0.40509637260827647
2915563000,堡林堡开矫,巢备,岿魂4悼,2019,07,9278,0.40509637260827647
2915563000,堡林堡开矫,巢备,岿魂4悼,2019,08,9246,0.40509637260827647
2915563000,堡林堡开矫,巢备,岿魂4悼,2019,09,9225,0.40509637260827647
2915563000,堡林堡开矫,巢备,岿魂4悼,2019,10,9205,0.40509637260827647
2915563000,堡林堡开矫,巢备,岿魂4悼,2019,11,9179,0.40509637260827647
2915563000,堡林堡开矫,巢备,岿魂4悼,2019,12,9107,0.40509637260827647
2915563000,堡林堡开矫,巢备,岿魂4悼,2020,01,9084,0.40509637260827647
2915563000,堡林堡开矫,巢备,岿魂4悼,2020,02,9112,0.40509637260827647
2915563000,堡林堡开矫,巢备,岿魂4悼,2020,03,9078,0.40509637260827647
2915563000,堡林堡开矫,巢备,岿魂4悼,2020,04,9095,0.40509637260827647
2915563000,堡林堡开矫,巢备,岿魂4悼,2020,05,9062,0.40509637260827647
2915563000,堡林堡开矫,巢备,岿魂4悼,2020,06,9018,0.40509637260827647
2915563000,堡林堡开矫,巢备,岿魂4悼,2020,07,8993,0.40509637260827647
2915563000,堡林堡开矫,巢备,岿魂4悼,2020,08,8966,0.40509637260827647
2915563000,堡林堡开矫,巢备,岿魂4悼,2020,09,8934,0.40509637260827647
2915563000,堡林堡开矫,巢备,岿魂4悼,2020,10,8893,0.40509637260827647
2915563000,堡林堡开矫,巢备,岿魂4悼,2020,11,8856,0.40509637260827647
2915563000,堡林堡开矫,巢备,岿魂4悼,2020,12,8850,0.40509637260827647
2915563000,堡林堡开矫,巢备,岿魂4悼,2021,01,8823,0.40509637260827647
2915563000,堡林堡开矫,巢备,岿魂4悼,2021,02,8825,0.40509637260827647
2915563000,堡林堡开矫,巢备,岿魂4悼,2021,03,8760,0.40509637260827647
2915563000,堡林堡开矫,巢备,岿魂4悼,2021,04,8736,0.40509637260827647
2915563000,堡林堡开矫,巢备,岿魂4悼,2021,05,8684,0.40509637260827647
2915563000,堡林堡开矫,巢备,岿魂4悼,2021,06,8658,0.40509637260827647
2915563000,堡林堡开矫,巢备,岿魂4悼,2021,07,8604,0.40509637260827647
2915563000,堡林堡开矫,巢备,岿魂4悼,2021,08,8591,0.40509637260827647
2915563000,堡林堡开矫,巢备,岿魂4悼,2021,09,8567,0.40509637260827647
2915563000,堡林堡开矫,巢备,岿魂4悼,2021,10,8512,0.40509637260827647
2915563000,堡林堡开矫,巢备,岿魂4悼,2021,11,8512,0.40509637260827647
2915563000,堡林堡开矫,巢备,岿魂4悼,2021,12,8478,0.40509637260827647
2915563000,堡林堡开矫,巢备,岿魂4悼,2022,01,8502,0.40509637260827647
2915563000,堡林堡开矫,巢备,岿魂4悼,2022,02,8503,0.40509637260827647
2915563000,堡林堡开矫,巢备,岿魂4悼,2022,03,8512,0.40509637260827647
2915563000,堡林堡开矫,巢备,岿魂4悼,2022,04,8509,0.40509637260827647
2915563000,堡林堡开矫,巢备,岿魂4悼,2022,05,8496,0.40509637260827647
2915563000,堡林堡开矫,巢备,岿魂4悼,2022,06,8474,0.40509637260827647
2915563000,堡林堡开矫,巢备,岿魂4悼,2022,07,8485,0.40509637260827647
2915563000,堡林堡开矫,巢备,岿魂4悼,2022,08,8452,0.40509637260827647
2915563000,堡林堡开矫,巢备,岿魂4悼,2022,09,8421,0.40509637260827647
2915563000,堡林堡开矫,巢备,岿魂4悼,2022,10,8382,0.40509637260827647
2915563000,堡林堡开矫,巢备,岿魂4悼,2022,11,8376,0.40509637260827647
2915563000,堡林堡开矫,巢备,岿魂4悼,2022,12,8362,0.40509637260827647
2915563000,堡林堡开矫,巢备,岿魂4悼,2023,01,8331,0.40509637260827647
